,Term_NDoc_Date,Sentence
158,18_110_2015-06-12,"Der Zweck heiligt nicht die Mittel, auch nicht im Kampf gegen den internationalen Terrorismus."
159,18_110_2015-06-12,"Unsere Antwort auf die Bedrohung durch den internationalen Terrorismus, die es in der Tat gibt, kann nur lauten: mehr Freiheit, mehr Rechtsstaat, mehr Demokratie."
160,18_110_2015-06-12,"Ich nehme kein Beispiel aus dem Bereich des Terrorismus, der Kinderpornografie und auch nicht der Vergewaltigung, sondern ich nehme ein sehr praktisches Beispiel."
161,18_110_2015-06-12,"Berlin, Freitag, den 12. Juni 2015 10601  Dr. Volker Ullrich  (A) (C)  (D)(B) Kinderpornografie, Terrorismus und organisierte Kriminalität –."
162,18_110_2015-06-12,"Ein anderer, noch sehr viel gefährlicherer ist der Krieg gegen die Schlepper."
163,18_110_2015-06-12,Im Chinesischen Meer versucht man eine Militarisierung des Vorgehens gegen Schlepperbanden und geht damit letzten Endes wie gegen Piraten vor.
164,18_110_2015-06-12,"Jetzt werden wir durch freundliche Briefe des Außenministers und der Verteidigungsministerin darauf hingewiesen, dass es zunächst um die erste Phase gehe, nämlich die Informationsgewinnung bezüglich der Schlepperbanden."
165,18_110_2015-06-12,Deutschland und Europa stehen vor der größten Herausforderung im Bereich der Asylpolitik seit den 90er-Jahren.
166,18_110_2015-06-12,"Meine Damen und Herren, bisher ist es uns, wie auch der Vorredner deutlich gemacht hat, nicht gelungen, ein einheitliches Asylsystem in Europa zu implementieren."
167,18_110_2015-06-12,"Drei Viertel aller Asylverfahren in 2014 entfallen auf nur fünf EU-Mitgliedstaaten, allen voran Deutschland."
168,18_110_2015-06-12,Das würde unser Asylsystem und vor allem auch die Willkommenskultur in Deutschland und in ganz Europa gefährden.
169,18_110_2015-06-12,Ein weiterer Schwerpunkt liegt bei der Bekämpfung der kriminellen Schlepperbanden.
170,18_110_2015-06-12,"Je mehr Menschen wir retten, desto einfacher machen wir es eben auch den Schleppern."
171,18_110_2015-06-12,"Gleichzeitig aber ist es notwendig, die Schlepperbanden zu bekämpfen."
172,18_110_2015-06-12,"Dazu zählt auch die Zerstörung der Schlepperboote, die Zerstörung der Werkzeuge dieser Schlepper, wenn es völkerrechtlich möglich ist."
173,18_110_2015-06-12,"Nur so ist es möglich, auch die Fluchtursachen zu bekämpfen."
174,18_110_2015-06-12,"Staatssekretär beim Bundesminister des Innern:  Herr Trittin, wir sind uns doch darüber einig, dass es notwendig ist, die Schlepperbanden zu bekämpfen."
175,18_110_2015-06-12,"Ich habe manchmal, wenn ich mir Reden von Mitgliedern Ihrer Fraktion anhöre, das Gefühl, dass Sie die Schlepper mittlerweile als eine humanitäre Organisation ansehen."
176,18_110_2015-06-12,"In der ersten Phase geht es erst einmal darum, sich überhaupt ein Lagebild zu machen und sich Klarheit darüber zu verschaffen, ob die zweite und die dritte Phase notwendig sind, um die Schlepperbanden wirklich effektiv zu bekämpfen."
177,18_110_2015-06-12,"Sie haben ja gesagt, es passiert bereits auf hoher See, dass die Werkzeuge der Schlepper zerstört werden."
178,18_110_2015-06-12,"Wie wollen Sie denn – aus der Luft auf einen Hafen schauend, in dem sich ein leeres Boot befindet – beurteilen, ob es ein Fischerboot ist, ob es ein Schlepperboot ist oder ob es vielleicht tagsüber ein Fischerboot und nachts ein Schlepperboot ist?"
179,18_110_2015-06-12,"Zunächst einmal würde ich es begrüßen, wenn Sie sich, bevor Sie hier mögliche Hindernisse benennen und Probleme formulieren, in einem ersten Schritt einmal dazu bekennen würden, dass es richtig ist, Schlepperboote, wenn sie denn als solche identifiziert werden, zu zerstören."
180,18_110_2015-06-12,"Dieses Bekenntnis zur Bekämpfung der Schlepperkriminalität habe ich von Ihnen bisher nicht gehört, sondern Sie haben bis jetzt nur Probleme formuliert."
181,18_110_2015-06-12,"Notwendig ist, diesen kriminellen Schleppern und Netzwerken, die mit der humanitären Katastrophe, mit dem Leid der Menschen Millionen verdienen, das Handwerk zu legen."
182,18_110_2015-06-12,"Ist das ein Fischerboot, das als solches betrieben wird, oder wird dieses Fischerboot unter Umständen als Schlepperboot für den Menschenhandel missbraucht?"
183,18_110_2015-06-12,"Ich glaube, dass Sie nicht nur Hindernisse bei der Bekämpfung der Schlepperkriminalität sehen sollten, sondern dass wir uns gemeinsam dafür einsetzen sollten, dass das, was wir vorsehen, möglich ist, um diese humanitäre Katastrophe zu bekämpfen."
184,18_110_2015-06-12,"Asylbewerber müssen dort versorgt und registriert werden, wo sie ankommen."
185,18_110_2015-06-12,"Die Asylbewerber, die erkennbar ohne Schutzgrund sind, müssen sofort wieder zurückgeführt werden."
186,18_110_2015-06-12,"Das heißt, wir müssen den Asylmissbrauch in Bezug auf die Westbalkanstaaten effektiv bekämpfen, um genügend Kapazitäten zu haben, um uns um die wirklich Schutzbedürftigen zu kümmern."
187,18_110_2015-06-12,"Meine Damen und Herren, es muss europäische Aktivitäten geben, wie wir das Problem der Asylbewerber in Europa in den Griff bekommen."
188,18_110_2015-06-12,"Sie haben erstens gesagt, dass jede Form von Rettung auch eine Erleichterung des Geschäftes für Schlepper ist."
189,18_110_2015-06-12,"Oder ist es nicht so gewesen, dass, als Europa weniger Menschen gerettet hat, nicht weniger Menschen von Schleppern auf See gesetzt worden sind, sondern einfach mehr ersoffen sind?"
190,18_110_2015-06-12,"Ich weise mit Nachdruck die Unterstellung zurück, dass Menschen, die Ihre Position nicht teilen, Schlepperorganisationen für humanitäre Organisationen halten."
191,18_110_2015-06-12,Er muss legale Flucht- und Zuwanderungsmöglichkeiten schaffen.
192,18_110_2015-06-12,"Das ist Bekämpfung und Austrocknung des Schlepperunwesens, und nicht Ihr symbolisches Reden, dass man hart gegen Schlepper sei, aber in Wirklichkeit ihr Geschäft nicht zerstört."
193,18_110_2015-06-12,Die Schlepper lassen die Flüchtlinge mit immer untauglicheren Booten auf See.
194,18_110_2015-06-12,"Sie haben mich des Weiteren bewusst falsch interpretiert, indem Sie gesagt haben, ich hätte hier bereits ein Bekenntnis dazu abgegeben, dass es notwendig ist, die Schlepperboote auf libyschem Territorium zu zerstören."
195,18_110_2015-06-12,"Zum Glück werden bereits heute Schlepperboote von der Marine zerstört, weil sie eine schifffahrtspolizeiliche Gefahr darstellen."
196,18_110_2015-06-12,"Aber man zerstört sie natürlich vor allen Dingen auch deshalb, weil man dieses Werkzeug der Schlepper vernichten muss, damit sie nicht noch mehr Menschen in Seenot bringen und Geld mit dem Leid der Menschen verdienen."
197,18_110_2015-06-12,"Herr  Staatssekretär Schröder, ich glaube, das Hauptproblem ist, dass Sie immer wieder Schlepper als das Hauptproblem darstellen, wenn es um die Seenotrettung geht."
198,18_110_2015-06-12,"Es ist zynisch, wenn man hauptsächlich darauf abstellt und nicht selbstkritisch zur Debatte stellt, was denn in Sachen Bekämpfung von Fluchtursachen getan wurde, was denn getan wurde, um tatsächlich – wie eben schon erwähnt – legale, sichere Wege für Flüchtlinge nach Europa zu schaffen."
199,18_110_2015-06-12,Sie entziehen den Schleppern eben nicht die Geschäftsgrundlage.
200,18_110_2015-06-12,"Diese wenigen Schritte sind Sie bisher überhaupt nicht gegangen, sondern haben nur ein Ziel und fragen sich immer: Wie können wir Schlepper bekämpfen?"
201,18_110_2015-06-12,Die zweite Maßnahme – darüber haben wir heute schon gesprochen – ist eine verstärkte internationale Zusammenarbeit beim Vorgehen gegen Schlepper.
202,18_110_2015-06-12,"Free Choice bedeutet, dass sich jeder Flüchtling den Mitgliedstaat aussuchen kann, in dem er seinen Asylantrag stellt."
203,18_110_2015-06-12,Ein völlig überladenes Schlepperboot mit Flüchtlingen an Bord kenterte auf seinem Weg von Libyen nach Italien.
204,18_110_2015-06-12,Bis zum Jahresende soll im afrikanischen Niger ein solches Aufnahmezentrum als Pilotprojekt eingerichtet werden.
205,18_110_2015-06-12,Der langfristige Schlüssel zum Erfolg liegt aber in der Beseitigung der Fluchtursachen.
206,18_110_2015-06-12,"Auch wenn wir bei der Beseitigung der Fluchtursachen einen langen Atem brauchen werden, bin ich mir sicher, dass wir diese Aufgabe gemeinsam mit unseren europäischen Partnern erfolgreich bewältigen werden."
207,18_110_2015-06-12,Der UN-Flüchtlingskommissar hat die deutsche Asylpolitik als Vorbild für ganz Europa bezeichnet.
208,18_110_2015-06-12,"Nur wenn wir die Fluchtursachen bekämpfen und nur wenn wir die Krisenstaaten stabilisieren, kann uns wirklich die Linderung von Leid gelingen."
209,18_110_2015-06-12,"Wenn wir Frontex heute auflösen würden, dann würden wir nicht nur die Sicherheit der Menschen in Europa gefährden, sondern auch das Leben der Migranten auf dem Mittelmeer."
210,18_119_2015-09-08,"Nicht selten werden auch diejenigen unter Druck gesetzt, die sich vor Ort um eine Willkommenskultur bemühen."
211,18_119_2015-09-08,"Das Asylrecht ist und bleibt die unantastbare Selbstverpflichtung unserer Verfassung und unserer Geschichte, und die Menschenwürde gilt ausnahmslos für alle, die hier leben, unabhängig davon, wie lange sie hier sind und wie lange sie bleiben können."
212,18_119_2015-09-08,"Asylbewerber sollen so lange in den Erstaufnahmeeinrichtungen bleiben, bis über ihren Antrag entschieden worden ist."
213,18_119_2015-09-08,Wir werden die Integrationskurse und die Programme zum Spracherwerb weiter ausbauen.
214,18_119_2015-09-08,"Die Bundesanstalt für Immobilienaufgaben hat schon rund 190 Liegenschaften mit rund 38 000 Unterbringungsmöglichkeiten für Flüchtlinge und Asylsuchende zur Verfügung gestellt, und das mietzinsfrei."
215,18_119_2015-09-08,Das Bundesamt für Migration und Flüchtlinge erhält zur schnelleren Bearbeitung der Asylverfahren 2 000 zusätzliche Stellen.
216,18_119_2015-09-08,Für die Integrationskurse werden die Mittel entsprechend dem gestiegenen Bedarf erhöht.
217,18_119_2015-09-08,Damit können und sollen die Fluchtursachen in den wichtigsten Herkunftsländern zusätzlich bekämpft werden.
218,18_119_2015-09-08,Wir dürfen Flüchtlinge und Asylsuchende nicht nur unter Kostengesichtspunkten betrachten.
219,18_119_2015-09-08,"Es ist richtig, jetzt die Debatte über eine stärkere europäische Integration zu führen, aber solange Mitgliedstaaten nicht in der Lage sind, europäische Regeln einzuhalten –  (Dr."
220,18_119_2015-09-08,"Da der Bund die Länder und Kommunen bei der Bewältigung der gestiegenen Asylbewerberleistungen so massiv, wie es die Koalition beschlossen hat, unterstützt, ist der Streit darüber, wie die Mittel für die Betreuung unserer Kinder verwendet werden sollen, wirklich müßig."
221,18_119_2015-09-08,"Mir ist nicht bekannt, dass die Kanzlerin und auch Sie, Herr Schäuble, Ihren Einfluss für eine moderne europäische Flüchtlings- und Asylpolitik mit der Hartnäckigkeit geltend gemacht haben, wie es bei den Griechenland-Hilfen der Fall war."
222,18_119_2015-09-08,"Wir müssen dort mehr tun, wenn wir wirklich Fluchtursachen bekämpfen wollen."
223,18_119_2015-09-08,"Der Bund sollte die Leistungen für Asylsuchende vollständig übernehmen, bis der Antrag auf Asyl jeweils rechtskräftig entschieden ist."
224,18_119_2015-09-08,"Es braucht einen großen Wurf für die menschenwürdige Aufnahme und auch für die Integration, damit wir nicht die Fehler wiederholen, die wir bei den Gastarbeitern gemacht haben."
225,18_119_2015-09-08,Ein guter Schritt wäre zum Beispiel die Abschaffung des Asylbewerberleistungsgesetzes und die Integration von Flüchtlingen in das soziale Sicherungssystem.
226,18_119_2015-09-08,"In dem Paket stehen verfassungswidriger Bargeldentzug, Asylrechtseinschränkung durch Festlegung sogenannter sicherer Drittstaaten, Verschärfungen für Geduldete, Zwangsaufenthalte in Erstaufnahmeeinrichtungen."
227,18_119_2015-09-08,"Mit diesem Haushalt sollten auch Mittel bereitgestellt werden, um die Fluchtursachen anzugehen."
228,18_119_2015-09-08,"Es bedarf doch erst einmal einer Definition dessen, was strukturell getan werden muss, um das Problem der Flüchtlinge und der Asylbewerber in den Griff zu bekommen, und welche finanziellen Mittel in einem ersten Schritt zur Verfügung gestellt werden müssen."
229,18_119_2015-09-08,Die Integration der Menschen in unsere Gesellschaft wird uns mehr abverlangen.
230,18_119_2015-09-08,Es geht ja nicht nur um fehlende sanitäre Einrichtungen und Sprachkurse.
231,18_119_2015-09-08,"Wer in Zukunft Fachkräfte braucht, der muss sich jetzt um Integrationsprogramme kümmern."
232,18_119_2015-09-08,Ich könnte hier für jeden Minister eine sinnvolle Aufgabe im Rahmen eines solchen Integrationskonjunkturprogramms nennen.
233,18_119_2015-09-08,"Wenn wir uns den Bereich Flüchtlinge angucken, dann ist es so, dass wir nicht nur im Wohnungsbau etwas tun müssen, sondern insbesondere für die Integration arbeiten müssen."
234,18_119_2015-09-08,"Da ist es mir jedenfalls sehr wichtig, dass man viel Geld in Sprachkurse investiert."
235,18_119_2015-09-08,"Ich glaube, dass hierfür die Beseitigung der strukturellen Unterfinanzierung bei den C1-Sprachkursen, die seit längerem vorhanden ist und die wir auch durch den Nachtragshaushalt nicht ganz haben beheben können, wichtig ist."
236,18_119_2015-09-08,"Deswegen war es gut, dass wir im Nachtragshaushalt Geld für C1-Sprachkurse zur Verfügung gestellt haben."
237,18_119_2015-09-08,"Meine sehr verehrten Damen und Herren, natürlich werden diese Haushaltsdebatte und die anstehende Haushaltsberatung in besonderer Weise vor dem Hintergrund der Bewältigung der Flüchtlingszahlen und der Asylproblematik stattfinden."
238,18_119_2015-09-08,Die Debatte hat heute nachvollziehbar sehr unter dem Eindruck der wachsenden Asylbewerberzahlen gestanden.
239,18_119_2015-09-08,"Das erlaubt es uns, mit der derzeit schwierigen Situation einer wachsenden Zahl von Zuwanderern umzugehen."
240,18_119_2015-09-08,"Wer weiß, was ein unbetreuter minderjähriger Asylbewerber an Kosten verursacht, der dankt vielleicht endlich einmal den Familien für die Leistungen, die sie bei ihren Kindern erbringen: dass sie sie pünktlich in die Schule schicken, sie kleiden und ihnen eine Leistungsbereitschaft mit auf den Weg geben."
241,18_119_2015-09-08,Wir stehen den Kommunen auch bei den Kosten der Versorgung der Asylbewerber zur Seite.
242,18_119_2015-09-08,"Für die Flüchtlinge, die kommen, geht es um viel, etwa um Sprachkurse oder Maßnahmen zur Aufnahme einer Arbeit."
243,18_119_2015-09-08,Im Bundeshaushalt 2016 wurden die Mittel des Bundesinnenministeriums für Integrationskurse um 40 Millionen Euro auf 309 Millionen Euro erhöht.
244,18_119_2015-09-08,Im vergangenen Jahr haben rund 700 000 Menschen einen Integrationskurs erfolgreich abgeschlossen.
245,18_119_2015-09-08,"Die Bundesregierung plant, Integrationskurse auch für geduldete Asylbewerber mit guter Bleibeperspektive zu öffnen."
246,18_119_2015-09-08,"In den rund 600 Stunden umfassenden Sprachkursen lernen die Teilnehmer Deutsch, aber auch wichtige Themen des alltäglichen Lebens, wie zum Beispiel „Arbeit und Beruf“ oder „Ausbildung und Erziehung“."
247,18_119_2015-09-08,"In diesem Zusammenhang möchte ich einer Forderung nach der Aussetzung der Schulpflicht für Kinder von Asylbewerbern, die vor einigen Tagen zu hören war, eine klare Absage erteilen."
248,18_119_2015-09-08,"Wir dürfen die Jüngsten – und das ist fast ein Drittel derer, die um Asyl bitten – nicht im Stich lassen, sondern müssen ihnen ein Fundament der Bildung und Berufsperspektive geben."
249,18_119_2015-09-08,"Deshalb ist es richtig, dass das Bundeskabinett unter Leitung von Angela Merkel vor kurzem beschlossen hat, dass die Bundesagentur für Arbeit nicht länger zustimmen muss, wenn es um Praktika zur Berufsorientierung für Geduldete und Asylbewerber geht."
250,18_119_2015-09-08,"Das Bundesprogramm für junge Flüchtlinge „Willkommen bei Freunden“ wird von vielen zusätzlichen Maßnahmen begleitet, darunter die kindgerechte Ausstattung von Flüchtlingsunterkünften, die Förderung von Müttern mit Migrationshintergrund und eine gezielte Unterstützung junger Migranten."
251,18_119_2015-09-08,"Dabei haben Sie, Herr Minister Gröhe, und Ihr Haus schon seit Herbst 2014, also  seit gut einem Jahr, durch die Einigung mit den Ländern den Auftrag, die flächendeckende Einführung einer Gesundheitskarte für Asylsuchende zu prüfen und die Kostenübernahme durch den Bund sicherzustellen."
