,Unnamed: 0,Term_NDoc_Date,Sentence,polarity
2227,2227,18_156_2016-02-19,"Integration kann jetzt nur dann erfolgreich sein, wenn es gelingt, die Zahl der ankommenden Flüchtlinge und Migranten deutlich zu reduzieren.",1.0
453,453,18_120_2015-09-09,"Wenn die reichen Länder des Westens keine internationale Steuerpolitik ermöglichen, die diese teilweise auch legalen Steuergestaltungsmöglichkeiten verhindert, dann fehlt uns ein ganz wesentlicher Faktor bei der Fluchtursachenbekämpfung.",1.0
3106,3106,18_191_2016-09-23,"Meine Damen und Herren, für die friedliche und wirtschaftlich positive Entwicklung eines Landes und damit für eine Bekämpfung von Fluchtursachen ist die Rechts staatlichkeit von entscheidender Bedeutung.",1.0
455,455,18_120_2015-09-09,"Ich bin froh, dass wir die drei Sonderinitiativen haben, die von unserem Minister auf den Weg gebracht worden sind, nämlich „EineWelt ohne Hunger“, „Fluchtursachen bekämpfen – Flüchtlinge reintegrieren“ und „Stabilisierung und Entwicklung in Nordafrika und Nahost“, die es schon vorher gab, und dass wir die Mittel von 200 Millionen Euro auf 400 Millionen Euro verdoppeln konnten.",1.0
3107,3107,18_191_2016-09-23,"Auch die wirksame Bekämpfung von Korruption, organisierter Kriminalität und Terrorismus ist zwingend verbunden mit Rechtsstaatlichkeit, mit der Schaffung und Entwicklung von Rechtsstaatlichkeit und damit einer gut arbeitenden Polizei und Justiz.",1.0
4027,4027,18_85_2015-02-05,"Wir brauchen daher mehr gut ausgebildete, qualifizierte Einwanderer und müssen dringend dafür werben.",1.0
4025,4025,18_85_2015-02-05,"Gut die Hälfte der in Deutschland lebenden Migrantinnen und Migranten berichtet von einer – die Kollegin De Ridder hat es vorhin, als es um den Hochschulbereich ging, angesprochen – Diskriminierung bei der Ausbildungs- und Arbeitsplatzsuche.",1.0
2212,2212,18_156_2016-02-19,"Es ist daher richtig, dass wir in Zukunft auch solche Verurteilungen immer als schweres Ausweisungsinteresse gewichten oder dass die Verurteilung zu einem Jahr, auch wenn die Strafe zur Bewährung ausgesetzt wird, künftig ein besonders schweres Ausweisungsinteresse darstellt.",1.0
2205,2205,18_156_2016-02-19,"Andersherum müssen sich die Einwanderer darauf einlassen, ihre neue Heimat zu verstehen und unsere Gesetze zu respektieren.",1.0
4022,4022,18_85_2015-02-05,"Uns fehlt kein Einwanderungsgesetz, das die Menschen nach Nützlichkeit sortiert und die Zugewanderten als billige Arbeitskräfte missbraucht.",1.0
468,468,18_120_2015-09-09,"Tunesien gibt Hoffnung, gilt als Leuchtturm für Demokratie und Stabilität, ist aber massiv vom Terrorismus bedroht.",1.0
2194,2194,18_156_2016-02-19,Nur 49 Prozent der 2015 gestellten Asylanträge wurden positiv entschieden.,1.0
2193,2193,18_156_2016-02-19,Abgelehnte Asylbewerber werden vor allem in rot-grün regierten Bundesländern nur unzureichend abgeschoben.,1.0
2125,2125,18_156_2016-02-19,"Schnelle Entscheidungen sind nicht das Ende unserer Willkommenskultur, sondern sie sind die Voraussetzung für eine Willkommenskultur und die Voraussetzung für ein Gelingen der Integration.",1.0
3995,3995,18_85_2015-02-05,"Wir müssen uns auch Gedanken darüber machen, ob wir das im Rahmen der Bluecard-Zuwanderung nicht auch auf diejenigen erstrecken sollten – die europäische Richtlinie würde das zulassen –, die eine entsprechende Berufserfahrung, aber keine Spezialausbildung haben.",1.0
3232,3232,18_201_2016-11-22,"Diese Steigerung war aber nur möglich, weil diese Koalition entschlossen war, auf die Herausforderungen zu reagieren und massiv in den Ausbau der inneren Sicherheit und in Integrationsmaßnahmen zu investieren.",1.0
3968,3968,18_85_2015-02-05,"Dem syrischen Arzt oder der eritreischen Pflegekraft, die als Flüchtlinge hierherkamen, muss nicht nur ermöglicht werden, hier zu arbeiten, sondern als echter Einwanderer und echte Einwanderin auch die deutsche Staatsbürgerschaft zu erhalten.",1.0
3967,3967,18_85_2015-02-05,Wir brauchen ein echtes Einwanderungsgesetz und kein Einwanderungsverhinderungsgesetz.,1.0
2069,2069,18_155_2016-02-18,"So notwendig der Einsatz gegen rechte Gewalt, rechtsradikales Gedankengut, Rassismus, Hetze und Gewalt ist, so sehr darf der Rechtsstaat aber auch darauf aufmerksam machen, dass wir ein Problem von Linksradikalismus und von Salafismus haben.",1.0
2068,2068,18_155_2016-02-18,Über tausend Angriffe auf Asylbewerber und Flüchtlingsheime machen betroffen und rufen unser aller Entsetzen hervor.,1.0
2066,2066,18_155_2016-02-18,"Heute geht es um Rassismus, um Hetze und um rechte Gewalt, und es stünde uns allen gut zu Gesicht, wenn wir in einer solchen Debatte bei diesem Thema blieben.",1.0
2062,2062,18_155_2016-02-18,"Insofern ist es die Pflicht aller Demokratinnen und Demokraten, gegen diesen Rassismus klar und deutlich Flagge zu zeigen.",1.0
2059,2059,18_155_2016-02-18,Dort findet wirkliche Integration statt.,1.0
2058,2058,18_155_2016-02-18,Warum verschweigen Sie auf den sechs Seiten Ihres Antrags die Gewalt und die Beschimpfung von christlichen Asylbewerbern durch muslimische Asylbewerber?,1.0
587,587,18_121_2015-09-10,"Denn die Integration wird nur dann gelingen, wenn die Menschen, die sich jetzt zu Recht engagiert einbringen und die Situation als Chance für unsere Gesellschaft sehen, erkennen, dass die Politik in dieser Phase handelt.",1.0
3200,3200,18_200_2016-11-11,Wir kommen zur Abstimmung über den von der Fraktion Die Linke eingebrachten Entwurf eines Gesetzes zur Änderung des Aufenthaltsgesetzes – Aufenthaltsrecht für Opfer  rechter Gewalt.,1.0
3201,3201,18_200_2016-11-11,"Die Kehrseite ist – darum geht es hier –, dass klar sein muss, dass Personen, die kein Freizügigkeitsrecht und kein Aufenthaltsrecht aufgrund der Freizügigkeitsrichtlinie haben, diese Ansprüche gegenüber dem deutschen Sozialstaat nicht haben.",1.0
3203,3203,18_200_2016-11-11,"Er ist sozialpolitisch verfehlt, und er erschwert die notwendige Integration vor Ort.",1.0
3207,3207,18_200_2016-11-11,"Wir setzen alles daran, die Einwanderung in unsere Sozialsysteme zu verhindern.",1.0
2036,2036,18_154_2016-02-17,"Der erste Teil der Frage spricht das Problem an, vor dem Hintergrund steigender Teilnehmerzahlen genügend qualifizierte Lehrkräfte für Integrationskurse zu finden.",1.0
597,597,18_126_2015-09-30,Daneben findet sich in dem Gesetzentwurf ein Beschäftigungsverbot bei offensichtlich unbegründetem Asylantrag.,1.0
2031,2031,18_154_2016-02-17,"Diese Dschihadisten sind der syrische Ableger der al-Qaida, also der islamistischen Terrororganisation, deren Führer Osama Bin Laden war und derentwegen die USA vor 15 Jahren den weltweiten Krieg gegen den Terror begonnen haben, meine Damen und Herren – eine Gruppe,  die in Sachen Terror und Kopf-ab-Islam mit den barbarischen Grausamkeiten des IS konkurriert.",1.0
2027,2027,18_154_2016-02-17,"Es gibt zunächst einmal das Asylgesetz, das hierbei eine Rolle spielt, und das ist mit dem europäischen Recht zusammen zu lesen und wird zum Teil auch dadurch überlagert.",1.0
2026,2026,18_154_2016-02-17,"Heißt das, die Bundesregierung teilt nicht die Auffassung des Fraktionsvorsitzenden Thomas Oppermann, dass es sich um eine rechtmäßige Entscheidung gehandelt hat, die sowohl vom Asylgesetz gedeckt ist – § 18 ist es, glaube ich –, was den Grenzübertritt betrifft, als auch von dem Selbsteintrittsrecht nach der Dublin-III-Verordnung?",1.0
2016,2016,18_154_2016-02-17,"Das würde dazu führen, dass beispielsweise bei einem Asylantrag in Deutschland eine positive Entscheidung getroffen werden könnte.",1.0
3939,3939,18_79_2015-01-15,Menschenwürdige Aufnahmepolitik und schnelle Integration müssen die Ziele dieses Wandels sein.,1.0
3938,3938,18_79_2015-01-15,Massenunterkünfte für Asylbewerber sind per se unwürdig.,1.0
2006,2006,18_154_2016-02-17,Mitterrand hat zu Recht gesagt: „Nationalismus heißt Krieg“.,1.0
2005,2005,18_154_2016-02-17,"Ich glaube, dass es im Interesse aller vier Fraktionen hier in diesem Hause ist, dass wir gemeinsam einem Nationalismus in den Staaten wie in der Gemeinschaft widerstehen, dass wir uns ihm entgegensetzen, liebe Kolleginnen und Kollegen.",1.0
3230,3230,18_201_2016-11-22,"Im Zusammenhang mit der Arbeit unserer Polizei möchte ich auch darauf hinweisen, dass mich die jüngsten Äußerungen der Integrationsbeauftragten etwas befremdet haben.",1.0
3191,3191,18_200_2016-11-11,Zur Verbesserung der Struktur haben wir mit dem Gemeinsamen Extremismus- und Terrorismusabwehrzentrum gegen Rechtsextremismus und Rechtsterrorismus ein hervorragendes Instrument zur Früherkennung von politisch motivierten Straftaten geschaffen.,1.0
2074,2074,18_155_2016-02-18,"Man kann sich rassistisch äußern, dann muss man aber auch damit rechnen, ein Rassist genannt zu werden.",1.0
2121,2121,18_156_2016-02-19,"Deswegen, liebe Kolleginnen und Kollegen, ist es richtig, dass wir unsere gemeinsamen Anstrengungen darauf konzentrieren, die Fluchtursachen zu bekämpfen und zu verringern und eine gemeinsame Asylpolitik in Europa zu gestalten.",1.0
3187,3187,18_200_2016-11-11,"Eine gute Bildung ist eine unabdingbare Voraussetzung für wirtschaftlichen und gesellschaftlichen Erfolg, aber auch für gelungene Integration.",1.0
3158,3158,18_197_2016-10-21,Deshalb besteht hier für die Asylbewerber eine abweichende Bedarfslage.,1.0
3991,3991,18_85_2015-02-05,"Wenn wir über Einwanderung reden, dann reden wir nicht nur darüber, mit welchem Recht Menschen einwandern dürfen, sondern auch darüber, welches Recht Eingewanderten gebührt.",1.0
2117,2117,18_156_2016-02-19,"Die wirklichen Lösungen wären schnelle Integration und Teilhabe, rechtsstaatliche und zügige Verfahren.",1.0
534,534,18_121_2015-09-10,"Auch in den übrigen Regionen Deutschlands – am Rhein, am Main und im Ruhrgebiet – sagen die Wirtschaftsverbände: Lasst uns Migration und Asyl für eine gute Arbeitsmarktpolitik nutzen.",1.0
3987,3987,18_85_2015-02-05,Es wird also höchste Zeit für ein modernes Einwanderungsrecht mit einer guten Willkommenskultur.,1.0
3161,3161,18_197_2016-10-21,"Durch die Regelung des § 421 im Sozialgesetzbuch III hat die Bundesagentur für Arbeit die Möglichkeit, auch Asylbewerberinnen und Asylbewerbern mit guter Bleibeperspektive Sprachkurse anzubieten.",1.0
537,537,18_121_2015-09-10,"Ich möchte zu Beginn auf einen Vorschlag aus dem Koalitionspaket vom vergangenen Wochenende hinweisen, über den auch schon vor der Sommerpause diskutiert worden ist, nämlich die Umwandlung von Geldleistungen in Sachleistungen und die Kürzungen von Leistungen nach dem Asylbewerberleistungsgesetz.",1.0
538,538,18_121_2015-09-10,"Es schränkt die Freiheit und Selbstbestimmung der Asylbewerber unzumutbar ein, und es ist völlig diskriminierend.",1.0
3162,3162,18_197_2016-10-21,Eine erfolgreiche Integration von Flüchtlingen – diese Aufgabe muss und wird gelingen.,1.0
540,540,18_121_2015-09-10,"Wir brauchen keine Abschreckungslogik, sondern wir brauchen endlich eine echte Willkommenskultur.",1.0
3164,3164,18_197_2016-10-21,"Das gilt für Kinder aus einkommensschwachen und bildungsfernen Familien, das gilt für Jugendliche, die uns teils an den Übergängen von der Schule in die Ausbildung verloren zu gehen drohen und schlimmstenfalls durch alle Netze fallen, und das gilt nicht zuletzt für diejenigen jungen Menschen, mit deutschem genauso wie mit Migrationshintergrund, die sich von unserer Gesellschaft nicht angenommen fühlen und für extremistisches Gedankengut anfällig werden.",1.0
3166,3166,18_197_2016-10-21,Da sind zum Beispiel eine bessere Kooperation zwischen Kinder- und Jugendhilfe und dem Gesundheitswesen sowie die bestmögliche Integration von Ehrenamtlichen in die Kinder- und Jugendarbeit.,1.0
548,548,18_121_2015-09-10,"Ich sage an dieser Stelle auch ganz deutlich, dass ich die Wirtschaft hier ganz klar mit in der Verantwortung und mit in der Pflicht sehe, sich nachhaltig für die Integration von Flüchtlingen zu engagieren.",1.0
550,550,18_121_2015-09-10,"Klar muss aber auch sein, dass niemandem Asyl gewährt wird, der aus rein wirtschaftlichen Gründen hierherkommt, so sehr das in jedem Einzelfall verständlich und nachvollziehbar ist.",1.0
551,551,18_121_2015-09-10,"Die Akzeptanz unseres Asylrechts hängt davon ab, dass wir das Asylrecht ordnungsgemäß anwenden, auch wenn das Asylverfahren nicht das erhoffte Ergebnis bringt.",1.0
555,555,18_121_2015-09-10,"Deshalb bin ich froh, dass schon angekündigt ist – das werden wir dann beim Nachtragshaushalt noch einmal intensiv beraten –, dass wir die Sprachkurse ausweiten und die Integrationskurse deutlich aufstocken.",1.0
3973,3973,18_85_2015-02-05,In den letzten Wochen wurde von verschiedenen Seiten die Forderung nach einem Einwanderungsgesetz erhoben.,1.0
2094,2094,18_155_2016-02-18,"Im Rahmen der Asyldebatte hat der Bund zugesagt, diesen Betrag bis einschließlich 2019 zu verdoppeln.",1.0
563,563,18_121_2015-09-10,Wir besetzen auch weniger attraktive Arbeitsplätze mit Zuwanderern.,1.0
3176,3176,18_200_2016-11-11,"Gute Bildungspolitik ist Integrationspolitik, ist Sozialpolitik, ist Wirtschaftspolitik.",1.0
2084,2084,18_155_2016-02-18,"Zum Vergleich: Zur Gesamtsituation im Nahen Osten gab es vier Aktuelle Stunden, außerdem zwei zum Thema Terrorismus, in einer haben wir uns über das Thema Flüchtlinge unterhalten.",1.0
567,567,18_121_2015-09-10,"Dadurch hätten Sie die Chance, auch kranken Kindern und Flüchtlingskindern eine Integration zu ermöglichen.",1.0
3186,3186,18_200_2016-11-11,Auch für die Integration ist gute Bildungspolitik ein zentraler Baustein.,1.0
3796,3796,18_233_2017-05-17,Wir haben in dieser Legislaturperiode beim Thema Integration sehr viel bewegt.,1.0
3794,3794,18_233_2017-05-17,"Sie baten darum, ihre Asylverfahren in Deutschland durchführen zu dürfen, und sie baten darum, bleiben zu dürfen.",1.0
3409,3409,18_208_2016-12-14,Sie ist eine gute Lösung und steht der Integration nicht im Weg.,1.0
1413,1413,18_144_2015-12-04,"Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern.",1.0
1412,1412,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.,1.0
1410,1410,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um die Entstehung von „Pa rallelgesellschaften“ zu verhindern.",1.0
1409,1409,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.,1.0
1407,1407,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern.",1.0
1406,1406,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.,1.0
3653,3653,18_218_2017-02-16,"Wir haben zum Beispiel in Nordrhein-Westfalen mit den Integration Points in allen 47 Arbeitsagenturbezirken ein richtig gutes Konzept einer Verzahnung der Arbeit von Arbeitsagentur, Jobcenter und kommunalen Ausländerbehörden.",1.0
1402,1402,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern.",1.0
1401,1401,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.,1.0
1399,1399,18_144_2015-12-04,"Wir müssen unsere Anstrengungen zur Integration insbesondere junger Muslime steigern, um Parallelgesellschaften und Ghettobildungen zu verhindern.",1.0
1124,1124,18_139_2015-11-25,"Der Bund verpflichtet sich, pro Kopf 670 Euro pro Monat und Asylbewerber zu zahlen, bis eine Entscheidung da ist.",1.0
1125,1125,18_139_2015-11-25,"Kolleginnen und Kollegen, es ist richtig, dass wir eine Entscheidung über Asylanträge innerhalb von drei Monaten anstreben.",1.0
1398,1398,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.,1.0
1127,1127,18_139_2015-11-25,"Ich bin den Haushältern – das ist jetzt dreimal unterstrichen – extrem dankbar, dass sie auch für meinen Etat, also den der Beauftragten für Migration, Flüchtlinge und Integration, eine deutliche Mittelerhöhung eingeplant haben.",1.0
1395,1395,18_144_2015-12-04,Die deutschen Behörden arbeiten in der Terrorismusbekämpfung bereits sehr eng und in einem breiten Spektrum von Maßnahmen mit Frankreich zusammen.,1.0
1391,1391,18_144_2015-12-04,"Nur so kann durch Integration verhindert werden, dass sich Menschen Terrororganisationen zuwenden.",1.0
1390,1390,18_144_2015-12-04,"Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden, um Parallelgesellschaften und Ghettobildungen zu verhindern.",1.0
